gene_reaction_rule_source	gene_reaction_rule_sink
locustag:STM0988	locustag:STM3715
locustag:STM3316	locustag:STM0988
locustag:STM1772	locustag:STM3316
locustag:STM4386	locustag:STM4387
locustag:STM3675	locustag:STM4387
locustag:STM0706	locustag:STM3457
locustag:STM0706	locustag:STM0086
locustag:STM0706	locustag:STM1771
locustag:STM0706	locustag:STM0866
locustag:STM0705	locustag:STM3457
locustag:STM0705	locustag:STM0086
locustag:STM0705	locustag:STM1771
locustag:STM0705	locustag:STM0866
locustag:STM0704	locustag:STM3457
locustag:STM0704	locustag:STM0086
locustag:STM0704	locustag:STM1771
locustag:STM0704	locustag:STM0866
locustag:STM3880	locustag:STM3457
locustag:STM3880	locustag:STM0086
locustag:STM3880	locustag:STM1771
locustag:STM3880	locustag:STM0866
locustag:STM1695	locustag:STM3457
locustag:STM1695	locustag:STM0086
locustag:STM1695	locustag:STM1771
locustag:STM1695	locustag:STM0866
locustag:STM3409	locustag:STM3457
locustag:STM3409	locustag:STM0086
locustag:STM3409	locustag:STM1771
locustag:STM3409	locustag:STM0866
locustag:STM3986	locustag:STM3457
locustag:STM3986	locustag:STM0086
locustag:STM3986	locustag:STM1771
locustag:STM3986	locustag:STM0866
locustag:STM3457	locustag:STM0706
locustag:STM3457	locustag:STM0705
locustag:STM3457	locustag:STM0704
locustag:STM0086	locustag:STM0706
locustag:STM0086	locustag:STM0705
locustag:STM0086	locustag:STM0704
locustag:STM1771	locustag:STM0706
locustag:STM1771	locustag:STM0705
locustag:STM1771	locustag:STM0704
locustag:STM0866	locustag:STM0706
locustag:STM0866	locustag:STM0705
locustag:STM0866	locustag:STM0704
locustag:STM3457	locustag:STM3880
locustag:STM3457	locustag:STM1695
locustag:STM3457	locustag:STM3409
locustag:STM3457	locustag:STM3986
locustag:STM0086	locustag:STM3880
locustag:STM0086	locustag:STM1695
locustag:STM0086	locustag:STM3409
locustag:STM0086	locustag:STM3986
locustag:STM1771	locustag:STM3880
locustag:STM1771	locustag:STM1695
locustag:STM1771	locustag:STM3409
locustag:STM1771	locustag:STM3986
locustag:STM0866	locustag:STM3880
locustag:STM0866	locustag:STM1695
locustag:STM0866	locustag:STM3409
locustag:STM0866	locustag:STM3986
locustag:STM1680	locustag:STM3013
locustag:STM1680	locustag:STM0123
locustag:STM0370	locustag:STM0158
locustag:STM0369	locustag:STM0370
locustag:STM3903	locustag:STM0648
locustag:STM4248	locustag:STM0648
locustag:STM3560	locustag:STM0648
locustag:STM3561	locustag:STM0648
locustag:STM3563	locustag:STM0648
locustag:STM3567	locustag:STM0648
locustag:STM3562	locustag:STM0648
locustag:STM3564	locustag:STM0648
locustag:STM0122	locustag:STM0637
locustag:STM0122	locustag:STM3300
locustag:STM0122	locustag:STM0863
locustag:STM0122	locustag:STM2062
locustag:STM0640	locustag:STM0637
locustag:STM0640	locustag:STM3300
locustag:STM0640	locustag:STM0863
locustag:STM0640	locustag:STM2062
locustag:STM0190	locustag:STM0637
locustag:STM0190	locustag:STM3300
locustag:STM0190	locustag:STM0863
locustag:STM0190	locustag:STM2062
locustag:STM3493	locustag:STM0637
locustag:STM3493	locustag:STM3300
locustag:STM3493	locustag:STM0863
locustag:STM3493	locustag:STM2062
locustag:STM0122	locustag:STM2383
locustag:STM0122	locustag:STM2168
locustag:STM0640	locustag:STM2383
locustag:STM0640	locustag:STM2168
locustag:STM0190	locustag:STM2383
locustag:STM0190	locustag:STM2168
locustag:STM3493	locustag:STM2383
locustag:STM3493	locustag:STM2168
locustag:STM0190	locustag:STM3630
locustag:STM0190	locustag:STM3629
locustag:STM0190	locustag:STM3628
locustag:STM0190	locustag:STM3627
locustag:STM0190	locustag:STM3626
locustag:STM3493	locustag:STM3630
locustag:STM3493	locustag:STM3629
locustag:STM3493	locustag:STM3628
locustag:STM3493	locustag:STM3627
locustag:STM3493	locustag:STM3626
locustag:STM0190	locustag:STM1599
locustag:STM3493	locustag:STM1599
locustag:STM0637	locustag:STM3300
locustag:STM0637	locustag:STM2383
locustag:STM0637	locustag:STM2168
locustag:STM3300	locustag:STM3300
locustag:STM3300	locustag:STM2383
locustag:STM3300	locustag:STM2168
locustag:STM0863	locustag:STM3300
locustag:STM0863	locustag:STM2383
locustag:STM0863	locustag:STM2168
locustag:STM2062	locustag:STM3300
locustag:STM2062	locustag:STM2383
locustag:STM2062	locustag:STM2168
locustag:STM1435	locustag:STM0261
locustag:STM0235	locustag:STM0261
locustag:STM0637	locustag:STM0637
locustag:STM0637	locustag:STM0863
locustag:STM0637	locustag:STM2062
locustag:STM3300	locustag:STM0637
locustag:STM3300	locustag:STM0863
locustag:STM3300	locustag:STM2062
locustag:STM0863	locustag:STM0637
locustag:STM0863	locustag:STM0863
locustag:STM0863	locustag:STM2062
locustag:STM2062	locustag:STM0637
locustag:STM2062	locustag:STM0863
locustag:STM2062	locustag:STM2062
locustag:STM0637	locustag:STM4582
locustag:STM0637	locustag:STM2988
locustag:STM0637	locustag:STM2831
locustag:STM0637	locustag:STM1799
locustag:STM0637	locustag:STM3112
locustag:STM3300	locustag:STM4582
locustag:STM3300	locustag:STM2988
locustag:STM3300	locustag:STM2831
locustag:STM3300	locustag:STM1799
locustag:STM3300	locustag:STM3112
locustag:STM0863	locustag:STM4582
locustag:STM0863	locustag:STM2988
locustag:STM0863	locustag:STM2831
locustag:STM0863	locustag:STM1799
locustag:STM0863	locustag:STM3112
locustag:STM2062	locustag:STM4582
locustag:STM2062	locustag:STM2988
locustag:STM2062	locustag:STM2831
locustag:STM2062	locustag:STM1799
locustag:STM2062	locustag:STM3112
locustag:STM0984	locustag:STM3635
locustag:STM0229	locustag:STM0985
locustag:STM2383	locustag:STM4582
locustag:STM2383	locustag:STM2988
locustag:STM2383	locustag:STM2831
locustag:STM2383	locustag:STM1799
locustag:STM2383	locustag:STM3112
locustag:STM2168	locustag:STM4582
locustag:STM2168	locustag:STM2988
locustag:STM2168	locustag:STM2831
locustag:STM2168	locustag:STM1799
locustag:STM2168	locustag:STM3112
locustag:STM2383	locustag:STM0637
locustag:STM2383	locustag:STM3300
locustag:STM2383	locustag:STM0863
locustag:STM2383	locustag:STM2062
locustag:STM2168	locustag:STM0637
locustag:STM2168	locustag:STM3300
locustag:STM2168	locustag:STM0863
locustag:STM2168	locustag:STM2062
locustag:STM0506	locustag:STM3556
locustag:STM0506	locustag:STM3557
locustag:STM0506	locustag:STM3554
locustag:STM0506	locustag:STM3555
locustag:STM0506	locustag:STM2282
locustag:STM2523	locustag:STM0049
locustag:STM2929	locustag:STM2523
locustag:STM4299	locustag:STM4298
locustag:STM4299	locustag:STM1522
locustag:STM1522	locustag:STM4299
locustag:STM2930	locustag:STM1779
locustag:s0001	locustag:STM4408
locustag:s0001	locustag:STM2649
locustag:s0001	locustag:STM3915
locustag:s0001	locustag:STM1291
locustag:STM4408	locustag:STM3915
locustag:STM4408	locustag:STM0958
locustag:STM4408	locustag:STM0958)
locustag:STM4408	locustag:STM2649
locustag:STM1291	locustag:STM3915
locustag:STM1291	locustag:STM0958
locustag:STM1291	locustag:STM0958)
locustag:STM1291	locustag:STM2649
locustag:STM2155	locustag:STM3407
locustag:STM1076	locustag:STM3165
locustag:STM1076	locustag:STM0255
locustag:STM1076	locustag:STM1288
locustag:STM1076	locustag:STM4108
locustag:STM1076	locustag:STM1435
locustag:STM1076	locustag:STM0235
locustag:STM0401	locustag:STM3513
locustag:STM0401	locustag:STM0401
locustag:STM4582	locustag:STM2991
locustag:STM4582	locustag:STM4358
locustag:STM4582	locustag:STM2450
locustag:STM2988	locustag:STM2991
locustag:STM2988	locustag:STM4358
locustag:STM2988	locustag:STM2450
locustag:STM2831	locustag:STM2991
locustag:STM2831	locustag:STM4358
locustag:STM2831	locustag:STM2450
locustag:STM1799	locustag:STM2991
locustag:STM1799	locustag:STM4358
locustag:STM1799	locustag:STM2450
locustag:STM3112	locustag:STM2991
locustag:STM3112	locustag:STM4358
locustag:STM3112	locustag:STM2450
locustag:STM4582	locustag:STM0444
locustag:STM2988	locustag:STM0444
locustag:STM2831	locustag:STM0444
locustag:STM1799	locustag:STM0444
locustag:STM3112	locustag:STM0444
locustag:STM4582	locustag:STM3300
locustag:STM4582	locustag:STM2383
locustag:STM4582	locustag:STM2168
locustag:STM2988	locustag:STM3300
locustag:STM2988	locustag:STM2383
locustag:STM2988	locustag:STM2168
locustag:STM2831	locustag:STM3300
locustag:STM2831	locustag:STM2383
locustag:STM2831	locustag:STM2168
locustag:STM1799	locustag:STM3300
locustag:STM1799	locustag:STM2383
locustag:STM1799	locustag:STM2168
locustag:STM3112	locustag:STM3300
locustag:STM3112	locustag:STM2383
locustag:STM3112	locustag:STM2168
locustag:STM4061	locustag:STM2408
locustag:STM0758	locustag:STM2408
locustag:STM4061	locustag:STM2861
locustag:STM4061	locustag:STM2862
locustag:STM4061	locustag:STM2863
locustag:STM4061	locustag:STM2864
locustag:STM0758	locustag:STM2861
locustag:STM0758	locustag:STM2862
locustag:STM0758	locustag:STM2863
locustag:STM0758	locustag:STM2864
locustag:STM1004	locustag:STM2016
locustag:STM1004	locustag:STM1221
locustag:STM2408	locustag:STM4061
locustag:STM2408	locustag:STM0758
locustag:STM3724	locustag:STM3724
locustag:STM3724	locustag:STM1155
locustag:STM3724	locustag:STM2401
locustag:STM3724	locustag:STM0984
locustag:STM3715	locustag:STM3720
locustag:STM0182	locustag:STM3909
locustag:STM0182	locustag:STM0434
locustag:STM0182	locustag:STM2573
locustag:STM2531	locustag:STM0122
locustag:STM2531	locustag:STM0640
locustag:STM2531	locustag:STM0190
locustag:STM2531	locustag:STM3493
locustag:STM0190	locustag:STM0122
locustag:STM0190	locustag:STM0640
locustag:STM0190	locustag:STM0190
locustag:STM0190	locustag:STM3493
locustag:STM3493	locustag:STM0122
locustag:STM3493	locustag:STM0640
locustag:STM3493	locustag:STM0190
locustag:STM3493	locustag:STM3493
locustag:STM2531	locustag:STM0637
locustag:STM2531	locustag:STM3300
locustag:STM2531	locustag:STM0863
locustag:STM2531	locustag:STM2062
locustag:STM2531	locustag:STM2531
locustag:STM0190	locustag:STM2531
locustag:STM3493	locustag:STM2531
locustag:STM2531	locustag:STM0837
locustag:STM2531	locustag:STM1215
locustag:STM2531	locustag:STM1375
locustag:STM0190	locustag:STM0837
locustag:STM0190	locustag:STM1215
locustag:STM0190	locustag:STM1375
locustag:STM3493	locustag:STM0837
locustag:STM3493	locustag:STM1215
locustag:STM3493	locustag:STM1375
locustag:STM2531	locustag:STM1710
locustag:STM2531	locustag:STM0865
locustag:STM2531	locustag:STM3205
locustag:STM0190	locustag:STM1710
locustag:STM0190	locustag:STM0865
locustag:STM0190	locustag:STM3205
locustag:STM3493	locustag:STM1710
locustag:STM3493	locustag:STM0865
locustag:STM3493	locustag:STM3205
locustag:STM3576	locustag:STM2783
locustag:STM3576	locustag:STM4456
locustag:STM3576	locustag:STM1255
locustag:STM3576	locustag:STM1256
locustag:STM3576	locustag:STM1257
locustag:STM3576	locustag:STM1258
locustag:STM3576	locustag:STM1259
locustag:STM4061	locustag:STM2783
locustag:STM0758	locustag:STM2783
locustag:STM4061	locustag:STM4456
locustag:STM4061	locustag:STM1255
locustag:STM4061	locustag:STM1256
locustag:STM4061	locustag:STM1257
locustag:STM4061	locustag:STM1258
locustag:STM4061	locustag:STM1259
locustag:STM0758	locustag:STM4456
locustag:STM0758	locustag:STM1255
locustag:STM0758	locustag:STM1256
locustag:STM0758	locustag:STM1257
locustag:STM0758	locustag:STM1258
locustag:STM0758	locustag:STM1259
locustag:STM4105	locustag:STM4188_S
locustag:STM4105	locustag:STM3965
locustag:STM1160	locustag:STM3481
locustag:STM0757	locustag:STM0645
locustag:STM0757	locustag:STM4580_S
locustag:STM1293	locustag:STM1004
locustag:STM4120	locustag:s0001
locustag:STM2427	locustag:STM0645
locustag:STM2427	locustag:STM4580_S
locustag:STM4166	locustag:STM0645
locustag:STM4166	locustag:STM4580_S
locustag:STM0145	locustag:STM2016
locustag:STM0145	locustag:STM1221
locustag:STM2256	locustag:STM4277
locustag:STM2256	locustag:STM4278_S
locustag:STM2256	locustag:STM4279
locustag:STM2256	locustag:STM4280
locustag:STM2259	locustag:STM4277
locustag:STM2259	locustag:STM4278_S
locustag:STM2259	locustag:STM4279
locustag:STM2259	locustag:STM4280
locustag:STM2255	locustag:STM4277
locustag:STM2255	locustag:STM4278_S
locustag:STM2255	locustag:STM4279
locustag:STM2255	locustag:STM4280
locustag:STM2258	locustag:STM4277
locustag:STM2258	locustag:STM4278_S
locustag:STM2258	locustag:STM4279
locustag:STM2258	locustag:STM4280
locustag:STM2257	locustag:STM4277
locustag:STM2257	locustag:STM4278_S
locustag:STM2257	locustag:STM4279
locustag:STM2257	locustag:STM4280
locustag:STM1580	locustag:STM1765
locustag:STM1580	locustag:STM1576
locustag:STM1579	locustag:STM1765
locustag:STM1579	locustag:STM1576
locustag:STM1578	locustag:STM1765
locustag:STM1578	locustag:STM1576
locustag:STM1577	locustag:STM1765
locustag:STM1577	locustag:STM1576
locustag:STM1764	locustag:STM1765
locustag:STM1764	locustag:STM1576
locustag:STM1763	locustag:STM1765
locustag:STM1763	locustag:STM1576
locustag:STM1762	locustag:STM1765
locustag:STM1762	locustag:STM1576
locustag:STM1761	locustag:STM1765
locustag:STM1761	locustag:STM1576
locustag:STM1580	locustag:STM3474
locustag:STM1580	locustag:STM3475
locustag:STM1579	locustag:STM3474
locustag:STM1579	locustag:STM3475
locustag:STM1578	locustag:STM3474
locustag:STM1578	locustag:STM3475
locustag:STM1577	locustag:STM3474
locustag:STM1577	locustag:STM3475
locustag:STM1764	locustag:STM3474
locustag:STM1764	locustag:STM3475
locustag:STM1763	locustag:STM3474
locustag:STM1763	locustag:STM3475
locustag:STM1762	locustag:STM3474
locustag:STM1762	locustag:STM3475
locustag:STM1761	locustag:STM3474
locustag:STM1761	locustag:STM3475
locustag:STM2260	locustag:STM4277
locustag:STM2260	locustag:STM4278_S
locustag:STM2260	locustag:STM4279
locustag:STM2260	locustag:STM4280
locustag:STM1765	locustag:STM4277
locustag:STM1765	locustag:STM4278_S
locustag:STM1765	locustag:STM4279
locustag:STM1765	locustag:STM4280
locustag:STM1576	locustag:STM4277
locustag:STM1576	locustag:STM4278_S
locustag:STM1576	locustag:STM4279
locustag:STM1576	locustag:STM4280
locustag:STM1765	locustag:STM1580
locustag:STM1765	locustag:STM1579
locustag:STM1765	locustag:STM1578
locustag:STM1765	locustag:STM1577
locustag:STM1765	locustag:STM1764
locustag:STM1765	locustag:STM1763
locustag:STM1765	locustag:STM1762
locustag:STM1765	locustag:STM1761
locustag:STM1576	locustag:STM1580
locustag:STM1576	locustag:STM1579
locustag:STM1576	locustag:STM1578
locustag:STM1576	locustag:STM1577
locustag:STM1576	locustag:STM1764
locustag:STM1576	locustag:STM1763
locustag:STM1576	locustag:STM1762
locustag:STM1576	locustag:STM1761
locustag:STM2556	locustag:STM1580
locustag:STM2556	locustag:STM1579
locustag:STM2556	locustag:STM1578
locustag:STM2556	locustag:STM1577
locustag:STM2556	locustag:STM1764
locustag:STM2556	locustag:STM1763
locustag:STM2556	locustag:STM1762
locustag:STM2556	locustag:STM1761
locustag:STM0494	locustag:STM3113
locustag:STM4249	locustag:STM3113
locustag:STM0494	locustag:STM2409
locustag:STM4249	locustag:STM2409
locustag:STM4559_S	locustag:STM0661
locustag:STM4559_S	locustag:STM0051
locustag:STM2927	locustag:STM0661
locustag:STM2927	locustag:STM0051
locustag:STM4559_S	locustag:STM2122
locustag:STM2927	locustag:STM2122
locustag:STM2307	locustag:STM4090
locustag:STM2332	locustag:STM1750
locustag:STM2927	locustag:STM1750
locustag:STM4559_S	locustag:STM1750
locustag:STM2927	locustag:STM2183
locustag:STM2332	locustag:STM2183
locustag:STM2927	locustag:STM0491
locustag:STM2332	locustag:STM1463
locustag:STM2927	locustag:STM1463
locustag:STM2927	locustag:STM0488
locustag:STM3978	locustag:STM3972
locustag:STM2356	locustag:STM3972
locustag:STM3972	locustag:STM2276
locustag:STM3114	locustag:STM3218
locustag:STM0701	locustag:STM3218
locustag:STM3114	locustag:STM0166
locustag:STM0701	locustag:STM0166
locustag:STM2355	locustag:STM3114
locustag:STM2355	locustag:STM0701
locustag:STM2352	locustag:STM3114
locustag:STM2352	locustag:STM0701
locustag:STM2351	locustag:STM3114
locustag:STM2351	locustag:STM0701
locustag:STM2353	locustag:STM3114
locustag:STM2353	locustag:STM0701
locustag:STM0234	locustag:STM2558
locustag:STM2559	locustag:STM2558
locustag:STM4349	locustag:STM2277
locustag:STM4349	locustag:STM2278
locustag:STM4349	locustag:STM2807
locustag:STM4349	locustag:STM2808
locustag:STM4349	locustag:STM1433
locustag:STM4349	locustag:STM2808)
locustag:STM4349	locustag:STM1165
locustag:STM4349	locustag:STM0872
locustag:STM4349	locustag:STM3702
locustag:STM2954	locustag:STM2332
locustag:STM2954	locustag:STM2927
locustag:STM0137	locustag:STM2332
locustag:STM0137	locustag:STM2927
locustag:STM3103	locustag:STM2332
locustag:STM3103	locustag:STM2927
locustag:STM3103	locustag:STM2510
locustag:STM0137	locustag:STM0141
locustag:STM2954	locustag:STM0141
locustag:STM2309	locustag:STM2309
locustag:STM0386	locustag:STM1124
locustag:STM0386	locustag:STM0242
locustag:STM2295	locustag:STM2927
locustag:STM2295	locustag:STM2332
locustag:STM1301	locustag:STM2927
locustag:STM1301	locustag:STM2332
locustag:STM1900	locustag:STM2332
locustag:STM1900	locustag:STM2927
locustag:STM0984	locustag:STM1710
locustag:STM0984	locustag:STM3957
locustag:STM2355	locustag:STM0234
locustag:STM2355	locustag:STM2559
locustag:STM2352	locustag:STM0234
locustag:STM2352	locustag:STM2559
locustag:STM2351	locustag:STM0234
locustag:STM2351	locustag:STM2559
locustag:STM2353	locustag:STM0234
locustag:STM2353	locustag:STM2559
locustag:STM2355	locustag:STM3040
locustag:STM2352	locustag:STM3040
locustag:STM2351	locustag:STM3040
locustag:STM2353	locustag:STM3040
locustag:STM2355	locustag:STM3066
locustag:STM2352	locustag:STM3066
locustag:STM2351	locustag:STM3066
locustag:STM2353	locustag:STM3066
locustag:STM2295	locustag:STM4559_S
locustag:STM2954	locustag:STM4559_S
locustag:STM3103	locustag:STM4366
locustag:STM3103	locustag:STM2511
locustag:STM0208	locustag:STM2927
locustag:STM0208	locustag:STM2502
locustag:STM2200	locustag:STM0234
locustag:STM2200	locustag:STM2559
locustag:STM2200	locustag:STM3040
locustag:STM2200	locustag:STM3066
locustag:STM0208	locustag:STM0491
locustag:STM0181	locustag:STM4139
locustag:STM1710	locustag:STM4236
locustag:STM3066	locustag:STM2558
locustag:STM3066	locustag:STM2200
locustag:(STM0970	locustag:STM0369
locustag:STM0973	locustag:STM0369
locustag:STM2646	locustag:STM0369
locustag:STM0970	locustag:STM0369
locustag:STM3241	locustag:STM0369
locustag:(STM0970	locustag:STM2338
locustag:(STM0970	locustag:STM2047
locustag:STM0973	locustag:STM2338
locustag:STM0973	locustag:STM2047
locustag:STM2646	locustag:STM2338
locustag:STM2646	locustag:STM2047
locustag:STM0970	locustag:STM2338
locustag:STM0970	locustag:STM2047
locustag:STM3241	locustag:STM2338
locustag:STM3241	locustag:STM2047
locustag:STM4046	locustag:STM0103
locustag:STM4046	locustag:STM3674
locustag:STM3305	locustag:STM4090
locustag:STM3305	locustag:STM4234
locustag:STM4050	locustag:STM4046
locustag:STM0125	locustag:STM0128
locustag:STM2946	locustag:STM2947
locustag:STM2946	locustag:STM2948
locustag:STM2649	locustag:STM2947
locustag:STM2649	locustag:STM2948
locustag:STM3915	locustag:STM2947
locustag:STM3915	locustag:STM2948
locustag:STM2946	locustag:STM2548
locustag:STM2946	locustag:STM2549
locustag:STM2946	locustag:STM2550
locustag:STM2649	locustag:STM2548
locustag:STM2649	locustag:STM2549
locustag:STM2649	locustag:STM2550
locustag:STM3915	locustag:STM2548
locustag:STM3915	locustag:STM2549
locustag:STM3915	locustag:STM2550
locustag:STM2946	locustag:STM3915
locustag:STM2946	locustag:STM0958
locustag:STM2946	locustag:STM0958)
locustag:STM2946	locustag:STM2649
locustag:STM2946	locustag:STM3702
locustag:STM2946	locustag:STM0872
locustag:STM2946	locustag:STM1433
locustag:STM2946	locustag:STM1165
locustag:STM0872	locustag:STM2947
locustag:STM0872	locustag:STM2948
locustag:STM1165	locustag:STM2947
locustag:STM1165	locustag:STM2948
locustag:STM1433	locustag:STM2947
locustag:STM1433	locustag:STM2948
locustag:STM3702	locustag:STM2947
locustag:STM3702	locustag:STM2948
locustag:STM0872	locustag:STM2548
locustag:STM0872	locustag:STM2549
locustag:STM0872	locustag:STM2550
locustag:STM1165	locustag:STM2548
locustag:STM1165	locustag:STM2549
locustag:STM1165	locustag:STM2550
locustag:STM1433	locustag:STM2548
locustag:STM1433	locustag:STM2549
locustag:STM1433	locustag:STM2550
locustag:STM3702	locustag:STM2548
locustag:STM3702	locustag:STM2549
locustag:STM3702	locustag:STM2550
locustag:STM2276	locustag:STM3057
locustag:STM3970	locustag:STM0671
locustag:STM0112	locustag:STM3903
locustag:STM0112	locustag:STM4248
locustag:STM0671	locustag:STM2276
locustag:STM3057	locustag:STM3970
locustag:STM1448	locustag:STM2555
locustag:STM1448	locustag:STM0934
locustag:STM0091	locustag:STM1448
locustag:STM0163	locustag:STM1448
locustag:STM2578	locustag:STM1448
locustag:STM0984	locustag:STM0666
locustag:STM0984	locustag:STM1377
locustag:STM3062	locustag:STM0977
locustag:STM4062	locustag:STM4085
locustag:STM4062	locustag:STM4415
locustag:STM1326	locustag:STM4085
locustag:STM1326	locustag:STM4415
locustag:STM0785	locustag:STM1885
locustag:STM0785	locustag:STM2081
locustag:STM3482	locustag:STM1620
locustag:STM2378	locustag:STM2378
locustag:STM2378	locustag:STM1197
locustag:STM3957	locustag:STM3009
locustag:STM0984	locustag:STM0420
locustag:STM0420	locustag:STM3961
locustag:STM1710	locustag:STM3961
locustag:STM0420	locustag:STM0984
locustag:STM1710	locustag:STM0984
locustag:STM1710	locustag:STM3957
locustag:STM0420	locustag:STM3957
locustag:STM4183	locustag:STM1566
locustag:STM4183	locustag:STM2472
locustag:STM3957	locustag:STM0506
locustag:STM0420	locustag:STM3002
locustag:STM1710	locustag:STM3002
locustag:STM0420	locustag:STM0666
locustag:STM0420	locustag:STM1377
locustag:STM1710	locustag:STM0666
locustag:STM1710	locustag:STM1377
locustag:STM0420	locustag:STM1427
locustag:STM1710	locustag:STM1427
locustag:STM1945	locustag:STM0984
locustag:STM1945	locustag:STM0420
locustag:STM1945	locustag:STM1710
locustag:STM4229	locustag:STM3513
locustag:STM4228	locustag:STM3513
locustag:STM4227	locustag:STM3513
locustag:STM4230	locustag:STM3513
locustag:STM4229	locustag:STM0401
locustag:STM4228	locustag:STM0401
locustag:STM4227	locustag:STM0401
locustag:STM4230	locustag:STM0401
locustag:STM2146	locustag:STM0457
locustag:STM2146	locustag:STM1235
locustag:STM2146	locustag:STM4163
locustag:STM4139	locustag:STM3730
locustag:STM3382	locustag:STM4139
locustag:STM1125	locustag:STM0371
locustag:STM1125	locustag:STM4275
locustag:STM0372	locustag:STM3938
locustag:STM1725	locustag:STM1725
locustag:STM3730	locustag:STM3725
locustag:STM2078	locustag:STM2078
locustag:STM2565	locustag:STM2499_S
locustag:STM3730	locustag:STM3730
locustag:STM1124	locustag:STM1124
locustag:STM1124	locustag:STM0386
locustag:STM2809	locustag:STM1124
locustag:STM2810	locustag:STM1124
locustag:STM2811	locustag:STM1124
locustag:STM2809	locustag:STM0242
locustag:STM2810	locustag:STM0242
locustag:STM2811	locustag:STM0242
locustag:STM1125	locustag:STM1124
locustag:STM1125	locustag:STM0242
locustag:STM3987	locustag:STM0489
locustag:STM4348	locustag:STM0984
locustag:STM2499_S	locustag:STM4164
locustag:STM2499_S	locustag:STM0533
locustag:STM3614	locustag:STM1566
locustag:STM3614	locustag:STM2472
locustag:STM4348	locustag:STM1427
locustag:STM0977	locustag:STM4578
locustag:STM4249	locustag:STM3225
locustag:STM2652	locustag:STM4348
locustag:STM0840	locustag:STM3885
locustag:STM0840	locustag:STM3793
locustag:STM0842	locustag:STM3885
locustag:STM0842	locustag:STM3793
locustag:STM4249	locustag:STM3882
locustag:STM4249	locustag:STM3884
locustag:STM4249	locustag:STM3883
locustag:STM4249	locustag:STM3881
locustag:STM1426	locustag:STM0417
locustag:STM0417	locustag:STM1426
locustag:STM4249	locustag:STM3560
locustag:STM4249	locustag:STM3561
locustag:STM4249	locustag:STM3563
locustag:STM4249	locustag:STM3567
locustag:STM4249	locustag:STM3562
locustag:STM3725	locustag:STM0140
locustag:STM3725	locustag:STM0619
locustag:STM3218	locustag:STM1597
locustag:STM0877	locustag:STM3218
locustag:STM0878	locustag:STM3218
locustag:STM0879	locustag:STM3218
locustag:STM0880	locustag:STM3218
locustag:STM1226	locustag:STM3218
locustag:STM1225	locustag:STM3218
locustag:STM1223	locustag:STM3218
locustag:STM1222	locustag:STM3218
locustag:STM0877	locustag:STM0166
locustag:STM0878	locustag:STM0166
locustag:STM0879	locustag:STM0166
locustag:STM0880	locustag:STM0166
locustag:STM1226	locustag:STM0166
locustag:STM1225	locustag:STM0166
locustag:STM1223	locustag:STM0166
locustag:STM1222	locustag:STM0166
locustag:STM3720	locustag:STM3722
locustag:STM2817	locustag:s0001
locustag:STM2817	locustag:STM4188_S
locustag:STM2817	locustag:STM3965
locustag:STM3882	locustag:STM3885
locustag:STM3882	locustag:STM3793
locustag:STM3884	locustag:STM3885
locustag:STM3884	locustag:STM3793
locustag:STM3883	locustag:STM3885
locustag:STM3883	locustag:STM3793
locustag:STM3881	locustag:STM3885
locustag:STM3881	locustag:STM3793
locustag:STM0700	locustag:STM3218
locustag:STM0700	locustag:STM0166
locustag:STM2435	locustag:STM1448
locustag:STM2435	locustag:STM2555
locustag:STM2435	locustag:STM0934
locustag:STM1450	locustag:STM2555
locustag:STM1450	locustag:STM0934
locustag:STM2277	locustag:STM3915
locustag:STM2277	locustag:STM0958
locustag:STM2277	locustag:STM0958)
locustag:STM2277	locustag:STM2649
locustag:STM2278	locustag:STM3915
locustag:STM2278	locustag:STM0958
locustag:STM2278	locustag:STM0958)
locustag:STM2278	locustag:STM2649
locustag:STM2807	locustag:STM3915
locustag:STM2807	locustag:STM0958
locustag:STM2807	locustag:STM0958)
locustag:STM2807	locustag:STM2649
locustag:STM2808	locustag:STM3915
locustag:STM2808	locustag:STM0958
locustag:STM2808	locustag:STM0958)
locustag:STM2808	locustag:STM2649
locustag:STM2807	locustag:STM3702
locustag:STM2807	locustag:STM0872
locustag:STM2807	locustag:STM1433
locustag:STM2807	locustag:STM1165
locustag:STM2808)	locustag:STM3702
locustag:STM2808)	locustag:STM0872
locustag:STM2808)	locustag:STM1433
locustag:STM2808)	locustag:STM1165
locustag:STM0963	locustag:STM3683
locustag:STM3045	locustag:s0001
locustag:STM4084	locustag:s0001
locustag:STM4452	locustag:s0001
locustag:STM4451	locustag:s0001
locustag:STM0694	locustag:s0001
locustag:STM3045	locustag:STM2954
locustag:STM3045	locustag:STM1900
locustag:STM4084	locustag:STM2954
locustag:STM4084	locustag:STM1900
locustag:STM4452	locustag:STM2954
locustag:STM4452	locustag:STM1900
locustag:STM4451	locustag:STM2954
locustag:STM4451	locustag:STM1900
locustag:STM0694	locustag:STM2954
locustag:STM0694	locustag:STM1900
locustag:STM4452	locustag:STM0694
locustag:STM4452	locustag:STM4084
locustag:STM4452	locustag:STM3045
locustag:STM4451	locustag:STM0694
locustag:STM4451	locustag:STM4084
locustag:STM4451	locustag:STM3045
locustag:STM3045	locustag:STM1651
locustag:STM4084	locustag:STM1651
locustag:STM4452	locustag:STM1651
locustag:STM4451	locustag:STM1651
