gene_reaction_rule_source	gene_reaction_rule_sink
locustag:STM2973	locustag:STM2040
locustag:STM2973	locustag:STM2041
locustag:STM2973	locustag:STM2042
locustag:STM2973	locustag:STM2043
locustag:STM2973	locustag:STM2044
locustag:STM0399	locustag:STM0648
locustag:STM0320	locustag:STM3564
locustag:STM0999	locustag:STM3564
locustag:STM1473	locustag:STM3564
locustag:STM2267	locustag:STM3564
locustag:STM0320	locustag:STM4299
locustag:STM0999	locustag:STM4299
locustag:STM1473	locustag:STM4299
locustag:STM2267	locustag:STM4299
locustag:STM1473	locustag:STM0246
locustag:STM1473	locustag:STM0247
locustag:STM1473	locustag:STM0245
locustag:STM2267	locustag:STM0246
locustag:STM2267	locustag:STM0247
locustag:STM2267	locustag:STM0245
locustag:STM0320	locustag:STM0246
locustag:STM0320	locustag:STM0247
locustag:STM0320	locustag:STM0245
locustag:STM0999	locustag:STM0246
locustag:STM0999	locustag:STM0247
locustag:STM0999	locustag:STM0245
locustag:STM0320	locustag:STM4456
locustag:STM0320	locustag:STM3763
locustag:STM0999	locustag:STM4456
locustag:STM0999	locustag:STM3763
locustag:STM1473	locustag:STM4456
locustag:STM1473	locustag:STM3763
locustag:STM2267	locustag:STM4456
locustag:STM2267	locustag:STM3763
locustag:STM3514	locustag:STM3513
locustag:STM3514	locustag:STM0401
locustag:STM0320	locustag:STM3685
locustag:STM0999	locustag:STM3685
locustag:STM1473	locustag:STM3685
locustag:STM2267	locustag:STM3685
locustag:STM0488	locustag:STM2953
locustag:STM2526	locustag:STM2953
locustag:STM0488	locustag:STM1752
locustag:STM0488	locustag:STM2098
locustag:STM2526	locustag:STM1752
locustag:STM2526	locustag:STM2098
locustag:STM0488	locustag:STM2954
locustag:STM2526	locustag:STM2954
locustag:STM0488	locustag:STM0694
locustag:STM0488	locustag:STM4084
locustag:STM0488	locustag:STM4452
locustag:STM0488	locustag:STM4451
locustag:STM0488	locustag:STM3045
locustag:STM2526	locustag:STM0694
locustag:STM2526	locustag:STM4084
locustag:STM2526	locustag:STM4452
locustag:STM2526	locustag:STM4451
locustag:STM2526	locustag:STM3045
locustag:STM0488	locustag:STM3862
locustag:STM2526	locustag:STM3862
locustag:STM0320	locustag:STM2441
locustag:STM0320	locustag:STM2444
locustag:STM0320	locustag:STM2443
locustag:STM0320	locustag:STM2442
locustag:STM0320	locustag:STM0781
locustag:STM0320	locustag:STM0782
locustag:STM0320	locustag:STM0783
locustag:STM0320	locustag:STM4063
locustag:STM0999	locustag:STM2441
locustag:STM0999	locustag:STM2444
locustag:STM0999	locustag:STM2443
locustag:STM0999	locustag:STM2442
locustag:STM0999	locustag:STM0781
locustag:STM0999	locustag:STM0782
locustag:STM0999	locustag:STM0783
locustag:STM0999	locustag:STM4063
locustag:STM1473	locustag:STM2441
locustag:STM1473	locustag:STM2444
locustag:STM1473	locustag:STM2443
locustag:STM1473	locustag:STM2442
locustag:STM1473	locustag:STM0781
locustag:STM1473	locustag:STM0782
locustag:STM1473	locustag:STM0783
locustag:STM1473	locustag:STM4063
locustag:STM2267	locustag:STM2441
locustag:STM2267	locustag:STM2444
locustag:STM2267	locustag:STM2443
locustag:STM2267	locustag:STM2442
locustag:STM2267	locustag:STM0781
locustag:STM2267	locustag:STM0782
locustag:STM2267	locustag:STM0783
locustag:STM2267	locustag:STM4063
locustag:STM2526	locustag:STM3923
locustag:STM2526	locustag:STM2095
locustag:STM0488	locustag:STM3923
locustag:STM0488	locustag:STM2095
locustag:STM2526	locustag:STM2295
locustag:STM0488	locustag:STM2295
locustag:STM2526	locustag:STM0137
locustag:STM0488	locustag:STM0137
locustag:STM2526	locustag:STM0208
locustag:STM0488	locustag:STM0208
locustag:STM0488	locustag:STM3731
locustag:STM2526	locustag:STM3731
locustag:STM2526	locustag:STM2121
locustag:STM0488	locustag:STM2121
locustag:STM2526	locustag:STM1301
locustag:STM0488	locustag:STM1301
locustag:STM2526	locustag:s0001
locustag:STM0488	locustag:s0001
locustag:STM2526	locustag:STM1900
locustag:STM0488	locustag:STM1900
locustag:STM0542	locustag:STM3407
locustag:STM0542	locustag:STM1756
locustag:STM0542	locustag:STM2299
locustag:STM0320	locustag:STM2783
locustag:STM0999	locustag:STM2783
locustag:STM1473	locustag:STM2783
locustag:STM2267	locustag:STM2783
locustag:STM0320	locustag:STM1255
locustag:STM0320	locustag:STM1256
locustag:STM0320	locustag:STM1257
locustag:STM0320	locustag:STM1258
locustag:STM0320	locustag:STM1259
locustag:STM0999	locustag:STM1255
locustag:STM0999	locustag:STM1256
locustag:STM0999	locustag:STM1257
locustag:STM0999	locustag:STM1258
locustag:STM0999	locustag:STM1259
locustag:STM1473	locustag:STM1255
locustag:STM1473	locustag:STM1256
locustag:STM1473	locustag:STM1257
locustag:STM1473	locustag:STM1258
locustag:STM1473	locustag:STM1259
locustag:STM2267	locustag:STM1255
locustag:STM2267	locustag:STM1256
locustag:STM2267	locustag:STM1257
locustag:STM2267	locustag:STM1258
locustag:STM2267	locustag:STM1259
locustag:STM0320	locustag:STM0757
locustag:STM0999	locustag:STM0757
locustag:STM1473	locustag:STM0757
locustag:STM2267	locustag:STM0757
locustag:STM0645	locustag:STM1310
locustag:STM1765	locustag:STM1765
locustag:STM1765	locustag:STM1576
locustag:STM3476	locustag:STM1765
locustag:STM3476	locustag:STM1576
locustag:STM1765	locustag:STM3474
locustag:STM1765	locustag:STM3475
locustag:STM3476	locustag:STM3474
locustag:STM3476	locustag:STM3475
locustag:STM0320	locustag:STM4277
locustag:STM0320	locustag:STM4278_S
locustag:STM0320	locustag:STM4279
locustag:STM0320	locustag:STM4280
locustag:STM0999	locustag:STM4277
locustag:STM0999	locustag:STM4278_S
locustag:STM0999	locustag:STM4279
locustag:STM0999	locustag:STM4280
locustag:STM1473	locustag:STM4277
locustag:STM1473	locustag:STM4278_S
locustag:STM1473	locustag:STM4279
locustag:STM1473	locustag:STM4280
locustag:STM2267	locustag:STM4277
locustag:STM2267	locustag:STM4278_S
locustag:STM2267	locustag:STM4279
locustag:STM2267	locustag:STM4280
locustag:STM0320	locustag:STM2256
locustag:STM0320	locustag:STM2259
locustag:STM0320	locustag:STM2255
locustag:STM0320	locustag:STM2258
locustag:STM0320	locustag:STM2257
locustag:STM0999	locustag:STM2256
locustag:STM0999	locustag:STM2259
locustag:STM0999	locustag:STM2255
locustag:STM0999	locustag:STM2258
locustag:STM0999	locustag:STM2257
locustag:STM2267	locustag:STM2256
locustag:STM2267	locustag:STM2259
locustag:STM2267	locustag:STM2255
locustag:STM2267	locustag:STM2258
locustag:STM2267	locustag:STM2257
locustag:STM1473	locustag:STM2256
locustag:STM1473	locustag:STM2259
locustag:STM1473	locustag:STM2255
locustag:STM1473	locustag:STM2258
locustag:STM1473	locustag:STM2257
locustag:STM0320	locustag:STM2260
locustag:STM0999	locustag:STM2260
locustag:STM2267	locustag:STM2260
locustag:STM1473	locustag:STM2260
locustag:STM0320	locustag:STM1765
locustag:STM0320	locustag:STM1576
locustag:STM0999	locustag:STM1765
locustag:STM0999	locustag:STM1576
locustag:STM2267	locustag:STM1765
locustag:STM2267	locustag:STM1576
locustag:STM1473	locustag:STM1765
locustag:STM1473	locustag:STM1576
locustag:s0001	locustag:STM2840
locustag:s0001	locustag:STM2841
locustag:s0001	locustag:STM2556
locustag:STM0320	locustag:STM2558
locustag:STM0999	locustag:STM2558
locustag:STM1473	locustag:STM2558
locustag:STM2267	locustag:STM2558
locustag:STM0320	locustag:STM2200
locustag:STM0999	locustag:STM2200
locustag:STM1473	locustag:STM2200
locustag:STM2267	locustag:STM2200
locustag:STM0320	locustag:STM4050
locustag:STM0999	locustag:STM4050
locustag:STM1473	locustag:STM4050
locustag:STM2267	locustag:STM4050
locustag:STM0977	locustag:STM0091
locustag:STM0977	locustag:STM0163
locustag:STM0977	locustag:STM2578
locustag:STM3692	locustag:STM3694
locustag:STM3294	locustag:STM0684
locustag:STM3704	locustag:STM3062
locustag:STM4585	locustag:STM3062
locustag:STM0772	locustag:STM3062
locustag:STM0698	locustag:STM0840
locustag:STM0698	locustag:STM0842
locustag:STM2820	locustag:STM0840
locustag:STM2820	locustag:STM0842
locustag:STM0698	locustag:STM1928
locustag:STM2820	locustag:STM1928
locustag:STM0568	locustag:STM1338
locustag:STM0568	locustag:STM1337
locustag:STM0150	locustag:STM1338
locustag:STM0150	locustag:STM1337
locustag:STM0320	locustag:STM3382
locustag:STM0999	locustag:STM3382
locustag:STM1473	locustag:STM3382
locustag:STM2267	locustag:STM3382
locustag:STM3242	locustag:STM0371
locustag:STM3242	locustag:STM4275
locustag:STM2057	locustag:STM0371
locustag:STM2057	locustag:STM4275
locustag:STM2337	locustag:STM0371
locustag:STM2337	locustag:STM4275
locustag:STM1473	locustag:STM1125
locustag:STM0999	locustag:STM1125
locustag:STM2267	locustag:STM1125
locustag:STM0320	locustag:STM1125
locustag:STM2501	locustag:STM2927
locustag:STM2501	locustag:STM2502
locustag:STM4569	locustag:STM4567
locustag:STM2076	locustag:STM2075
locustag:STM2076	locustag:STM2077
locustag:STM0978	locustag:STM2384
locustag:STM4175	locustag:STM1883
locustag:STM0588	locustag:STM0584
locustag:STM0700	locustag:STM2355
locustag:STM0700	locustag:STM2352
locustag:STM0700	locustag:STM2351
locustag:STM0700	locustag:STM2353
locustag:STM0700	locustag:STM3218
locustag:STM0700	locustag:STM0166
locustag:STM3699	locustag:STM2645
locustag:STM3699	locustag:STM1517
locustag:STM3699	locustag:STM2430
locustag:STM3699	locustag:STM2440
locustag:STM0320	locustag:STM0877
locustag:STM0320	locustag:STM0878
locustag:STM0320	locustag:STM0879
locustag:STM0320	locustag:STM0880
locustag:STM0320	locustag:STM1226
locustag:STM0320	locustag:STM1225
locustag:STM0320	locustag:STM1223
locustag:STM0320	locustag:STM1222
locustag:STM0999	locustag:STM0877
locustag:STM0999	locustag:STM0878
locustag:STM0999	locustag:STM0879
locustag:STM0999	locustag:STM0880
locustag:STM0999	locustag:STM1226
locustag:STM0999	locustag:STM1225
locustag:STM0999	locustag:STM1223
locustag:STM0999	locustag:STM1222
locustag:STM1473	locustag:STM0877
locustag:STM1473	locustag:STM0878
locustag:STM1473	locustag:STM0879
locustag:STM1473	locustag:STM0880
locustag:STM1473	locustag:STM1226
locustag:STM1473	locustag:STM1225
locustag:STM1473	locustag:STM1223
locustag:STM1473	locustag:STM1222
locustag:STM2267	locustag:STM0877
locustag:STM2267	locustag:STM0878
locustag:STM2267	locustag:STM0879
locustag:STM2267	locustag:STM0880
locustag:STM2267	locustag:STM1226
locustag:STM2267	locustag:STM1225
locustag:STM2267	locustag:STM1223
locustag:STM2267	locustag:STM1222
locustag:STM0320	locustag:STM0700
locustag:STM0999	locustag:STM0700
locustag:STM1473	locustag:STM0700
locustag:STM2267	locustag:STM0700
locustag:STM0320	locustag:STM3882
locustag:STM0320	locustag:STM3884
locustag:STM0320	locustag:STM3883
locustag:STM0320	locustag:STM3881
locustag:STM0999	locustag:STM3882
locustag:STM0999	locustag:STM3884
locustag:STM0999	locustag:STM3883
locustag:STM0999	locustag:STM3881
locustag:STM1473	locustag:STM3882
locustag:STM1473	locustag:STM3884
locustag:STM1473	locustag:STM3883
locustag:STM1473	locustag:STM3881
locustag:STM2267	locustag:STM3882
locustag:STM2267	locustag:STM3884
locustag:STM2267	locustag:STM3883
locustag:STM2267	locustag:STM3881
locustag:STM4046	locustag:STM4047
locustag:STM4570	locustag:STM0483
locustag:STM4570	locustag:STM0317
locustag:STM4570	locustag:STM0170
locustag:STM2422	locustag:STM0317
locustag:STM2422	locustag:STM0170
locustag:STM3968	locustag:STM2498
locustag:STM3968	locustag:STM2662
locustag:STM3063	locustag:STM3195
locustag:STM1933	locustag:STM3195
locustag:STM0320	locustag:STM3225
locustag:STM0999	locustag:STM3225
locustag:STM1473	locustag:STM3225
locustag:STM2267	locustag:STM3225
locustag:STM2421	locustag:STM1750
locustag:STM0320	locustag:STM2832
locustag:STM0320	locustag:STM2834
locustag:STM0320	locustag:STM2833
locustag:STM0999	locustag:STM2832
locustag:STM0999	locustag:STM2834
locustag:STM0999	locustag:STM2833
locustag:STM1473	locustag:STM2832
locustag:STM1473	locustag:STM2834
locustag:STM1473	locustag:STM2833
locustag:STM2267	locustag:STM2832
locustag:STM2267	locustag:STM2834
locustag:STM2267	locustag:STM2833
locustag:STM0320	locustag:STM0108
locustag:STM0320	locustag:STM0107
locustag:STM0320	locustag:STM0106
locustag:STM0999	locustag:STM0108
locustag:STM0999	locustag:STM0107
locustag:STM0999	locustag:STM0106
locustag:STM1473	locustag:STM0108
locustag:STM1473	locustag:STM0107
locustag:STM1473	locustag:STM0106
locustag:STM2267	locustag:STM0108
locustag:STM2267	locustag:STM0107
locustag:STM2267	locustag:STM0106
locustag:STM1937	locustag:STM1449
locustag:STM0150	locustag:STM1449
locustag:STM0568	locustag:STM1449
locustag:STM1937	locustag:STM2543
locustag:STM1937	locustag:STM4162
locustag:STM1937	locustag:STM4159
locustag:STM1937	locustag:STM4160
locustag:STM1937	locustag:STM0425
locustag:STM1937	locustag:STM4161
locustag:STM0150	locustag:STM2543
locustag:STM0150	locustag:STM4162
locustag:STM0150	locustag:STM4159
locustag:STM0150	locustag:STM4160
locustag:STM0150	locustag:STM0425
locustag:STM0150	locustag:STM4161
locustag:STM0568	locustag:STM2543
locustag:STM0568	locustag:STM4162
locustag:STM0568	locustag:STM4159
locustag:STM0568	locustag:STM4160
locustag:STM0568	locustag:STM0425
locustag:STM0568	locustag:STM4161
locustag:STM3076	locustag:STM0310
locustag:STM2474	locustag:STM0310
locustag:STM2341	locustag:STM0310
locustag:STM2340	locustag:STM0310
locustag:STM0320	locustag:STM3823
locustag:STM0320	locustag:STM3822
locustag:STM0999	locustag:STM3823
locustag:STM0999	locustag:STM3822
locustag:STM1473	locustag:STM3823
locustag:STM1473	locustag:STM3822
locustag:STM2267	locustag:STM3823
locustag:STM2267	locustag:STM3822
locustag:STM1359	locustag:STM3487
locustag:STM1359	locustag:STM0388
locustag:STM3401	locustag:STM3487
locustag:STM3401	locustag:STM0388
locustag:STM3859	locustag:STM3487
locustag:STM3859	locustag:STM0388
locustag:STM3920	locustag:STM3921
locustag:STM1196	locustag:STM0134
locustag:STM0228	locustag:STM0134
locustag:STM0776	locustag:STM2082
locustag:STM0776	locustag:STM0719
locustag:STM0320	locustag:STM1796
locustag:STM0999	locustag:STM1796
locustag:STM1473	locustag:STM1796
locustag:STM2267	locustag:STM1796
locustag:STM0320	locustag:STM4454
locustag:STM0999	locustag:STM4454
locustag:STM1473	locustag:STM4454
locustag:STM2267	locustag:STM4454
locustag:STM2297	locustag:STM2299
locustag:STM2297	locustag:STM2298
locustag:STM0775	locustag:STM2082
locustag:STM0775	locustag:STM0719
locustag:STM0150	locustag:STM3481
locustag:STM3279	locustag:STM3481
locustag:STM0519	locustag:STM2959
locustag:STM0519	locustag:STM2492
locustag:STM0519	locustag:STM3247
locustag:STM0519	locustag:STM0525
locustag:STM3248	locustag:STM2959
locustag:STM3248	locustag:STM2492
locustag:STM3248	locustag:STM3247
locustag:STM3248	locustag:STM0525
locustag:STM0320	locustag:STM2065
locustag:STM0320	locustag:STM2064
locustag:STM0320	locustag:STM2063
locustag:STM0999	locustag:STM2065
locustag:STM0999	locustag:STM2064
locustag:STM0999	locustag:STM2063
locustag:STM1473	locustag:STM2065
locustag:STM1473	locustag:STM2064
locustag:STM1473	locustag:STM2063
locustag:STM2267	locustag:STM2065
locustag:STM2267	locustag:STM2064
locustag:STM2267	locustag:STM2063
locustag:STM3903	locustag:STM0113
locustag:STM3903	locustag:STM0182
locustag:STM3903	locustag:STM3665
locustag:STM0399	locustag:STM4475
locustag:STM0320	locustag:STM2497
locustag:STM0999	locustag:STM2497
locustag:STM1473	locustag:STM2497
locustag:STM2267	locustag:STM2497
locustag:STM0320	locustag:STM3747
locustag:STM0999	locustag:STM3747
locustag:STM1473	locustag:STM3747
locustag:STM2267	locustag:STM3747
locustag:STM3661	locustag:STM3660
locustag:STM3661	locustag:STM0103
locustag:STM3661	locustag:STM0393
locustag:STM0320	locustag:STM3671
locustag:STM0320	locustag:STM3672
locustag:STM0320	locustag:STM3673
locustag:STM0999	locustag:STM3671
locustag:STM0999	locustag:STM3672
locustag:STM0999	locustag:STM3673
locustag:STM1473	locustag:STM3671
locustag:STM1473	locustag:STM3672
locustag:STM1473	locustag:STM3673
locustag:STM2267	locustag:STM3671
locustag:STM2267	locustag:STM3672
locustag:STM2267	locustag:STM3673
locustag:STM0320	locustag:STM0042
locustag:STM0999	locustag:STM0042
locustag:STM1473	locustag:STM0042
locustag:STM2267	locustag:STM0042
locustag:STM2051	locustag:STM0369
locustag:STM2051	locustag:STM2338
locustag:STM2051	locustag:STM2047
locustag:STM2023	locustag:STM3576
locustag:STM2022	locustag:STM3576
locustag:STM2023	locustag:STM4061
locustag:STM2023	locustag:STM0758
locustag:STM2022	locustag:STM4061
locustag:STM2022	locustag:STM0758
locustag:STM2023	locustag:STM2025
locustag:STM2023	locustag:STM3477
locustag:STM2022	locustag:STM2025
locustag:STM2022	locustag:STM3477
locustag:STM0320	locustag:STM1891
locustag:STM0320	locustag:STM1893
locustag:STM0320	locustag:STM1892_S
locustag:STM0999	locustag:STM1891
locustag:STM0999	locustag:STM1893
locustag:STM0999	locustag:STM1892_S
locustag:STM1473	locustag:STM1891
locustag:STM1473	locustag:STM1893
locustag:STM1473	locustag:STM1892_S
locustag:STM2267	locustag:STM1891
locustag:STM2267	locustag:STM1893
locustag:STM2267	locustag:STM1892_S
locustag:STM2033	locustag:STM2035
locustag:s0001	locustag:STM2467
locustag:STM2050	locustag:STM2019
locustag:STM1718	locustag:STM2019
locustag:STM2050	locustag:STM2927
locustag:STM2050	locustag:STM2502
locustag:STM0320	locustag:STM0426
locustag:STM0320	locustag:STM0427
locustag:STM0320	locustag:STM0429
locustag:STM0320	locustag:STM0428
locustag:STM0999	locustag:STM0426
locustag:STM0999	locustag:STM0427
locustag:STM0999	locustag:STM0429
locustag:STM0999	locustag:STM0428
locustag:STM1473	locustag:STM0426
locustag:STM1473	locustag:STM0427
locustag:STM1473	locustag:STM0429
locustag:STM1473	locustag:STM0428
locustag:STM2267	locustag:STM0426
locustag:STM2267	locustag:STM0427
locustag:STM2267	locustag:STM0429
locustag:STM2267	locustag:STM0428
locustag:STM0320	locustag:STM1107
locustag:STM0999	locustag:STM1107
locustag:STM1473	locustag:STM1107
locustag:STM2267	locustag:STM1107
locustag:STM2467	locustag:STM2927
locustag:STM2467	locustag:STM2502
locustag:STM0738	locustag:STM1304
locustag:STM0739	locustag:STM1304
locustag:STM0738	locustag:STM4182
locustag:STM0739	locustag:STM4182
locustag:STM0738	locustag:STM0213
locustag:STM0739	locustag:STM0213
locustag:STM2104	locustag:STM0840
locustag:STM2104	locustag:STM0842
locustag:STM2083	locustag:STM0840
locustag:STM2083	locustag:STM0842
locustag:STM1067	locustag:STM2378
locustag:STM2473	locustag:STM2670
locustag:STM2473	locustag:STM0760
locustag:STM2473	locustag:STM1347
locustag:STM0007	locustag:STM2670
locustag:STM0007	locustag:STM0760
locustag:STM0007	locustag:STM1347
locustag:STM2473	locustag:STM3070
locustag:STM0007	locustag:STM3070
locustag:STM4469	locustag:STM3290_S
locustag:STM4465	locustag:STM3290_S
locustag:STM0532	locustag:STM4459
locustag:STM0532	locustag:STM4460
locustag:STM4466	locustag:STM4459
locustag:STM4466	locustag:STM4460
locustag:STM1627	locustag:STM4108
locustag:STM1627	locustag:STM3529
locustag:STM1627	locustag:STM4086
locustag:STM1627	locustag:STM3680
locustag:STM1567	locustag:STM3680
locustag:STM1749	locustag:STM3680
locustag:STM2461	locustag:STM3680
locustag:STM1627	locustag:STM2194
locustag:STM0320	locustag:STM2399
locustag:STM0999	locustag:STM2399
locustag:STM1473	locustag:STM2399
locustag:STM2267	locustag:STM2399
locustag:STM3261	locustag:STM4062
locustag:STM3261	locustag:STM3257
locustag:STM3261	locustag:STM1326
locustag:STM0320	locustag:STM1383
locustag:STM0320	locustag:STM1385
locustag:STM0320	locustag:STM1384
locustag:STM0999	locustag:STM1383
locustag:STM0999	locustag:STM1385
locustag:STM0999	locustag:STM1384
locustag:STM1473	locustag:STM1383
locustag:STM1473	locustag:STM1385
locustag:STM1473	locustag:STM1384
locustag:STM2267	locustag:STM1383
locustag:STM2267	locustag:STM1385
locustag:STM2267	locustag:STM1384
locustag:STM0161	locustag:STM3612
locustag:STM3356	locustag:STM2949
locustag:STM4301	locustag:STM3614
locustag:STM0627	locustag:STM3614
locustag:STM4325	locustag:STM3614
locustag:STM3599	locustag:STM3614
locustag:STM4301	locustag:STM4301
locustag:STM4301	locustag:STM4325
locustag:STM4301	locustag:STM3599
locustag:STM0627	locustag:STM4301
locustag:STM0627	locustag:STM4325
locustag:STM0627	locustag:STM3599
locustag:STM4325	locustag:STM4301
locustag:STM4325	locustag:STM4325
locustag:STM4325	locustag:STM3599
locustag:STM3599	locustag:STM4301
locustag:STM3599	locustag:STM4325
locustag:STM3599	locustag:STM3599
locustag:STM0320	locustag:STM3255
locustag:STM0320	locustag:STM3256
locustag:STM0999	locustag:STM3255
locustag:STM0999	locustag:STM3256
locustag:STM1473	locustag:STM3255
locustag:STM1473	locustag:STM3256
locustag:STM2267	locustag:STM3255
locustag:STM2267	locustag:STM3256
locustag:STM0364	locustag:STM0194
locustag:STM0364	locustag:STM0192
locustag:STM0364	locustag:STM0193
locustag:STM3243	locustag:STM0003
locustag:STM3792	locustag:STM3793
locustag:STM4433	locustag:STM4424_S
locustag:STM4425	locustag:STM4424_S
locustag:STM1067	locustag:STM1700
locustag:STM0227	locustag:STM1700
locustag:STM3674	locustag:STM4386
locustag:STM3674	locustag:STM3675
locustag:STM4403	locustag:STM3113
locustag:STM4403	locustag:STM2409
locustag:STM2927	locustag:STM3113
locustag:STM2927	locustag:STM2409
locustag:STM1195	locustag:STM0227
locustag:STM1195	locustag:STM1067
locustag:STM4403	locustag:STM4403
locustag:STM4403	locustag:STM2927
locustag:STM3009	locustag:STM3961
locustag:STM4229	locustag:STM1963
locustag:STM4228	locustag:STM1963
locustag:STM4227	locustag:STM1963
locustag:STM4230	locustag:STM1963
locustag:STM4231	locustag:STM4229
locustag:STM4231	locustag:STM4228
locustag:STM4231	locustag:STM4227
locustag:STM4231	locustag:STM4230
locustag:STM4231	locustag:STM3664
locustag:STM3009	locustag:STM3010
locustag:STM3010	locustag:STM0984
locustag:STM2018	locustag:STM2017
locustag:STM3010	locustag:STM1427
locustag:STM0371	locustag:STM0369
locustag:STM4275	locustag:STM0369
locustag:STM0371	locustag:STM2338
locustag:STM0371	locustag:STM2047
locustag:STM4275	locustag:STM2338
locustag:STM4275	locustag:STM2047
locustag:STM1220	locustag:STM0683
locustag:STM3918	locustag:STM3929
locustag:STM2433	locustag:STM0683
locustag:STM1203	locustag:STM0683
locustag:STM2431	locustag:STM0683
locustag:STM2432	locustag:STM0683
locustag:STM0685	locustag:STM0683
locustag:STM3010	locustag:STM3961
locustag:STM2378	locustag:STM1195
locustag:STM3010	locustag:STM3002
locustag:STM2992	locustag:STM4122
locustag:STM3929	locustag:STM3927
locustag:STM3646	locustag:STM4485
locustag:STM3646	locustag:STM3542
locustag:STM3338	locustag:STM3339
locustag:STM3339	locustag:STM3336
locustag:STM0457	locustag:STM2146
locustag:STM1235	locustag:STM2146
locustag:STM1197	locustag:STM1195
locustag:STM4120	locustag:STM3114
locustag:STM4120	locustag:STM0701
locustag:STM1679	locustag:STM1680
locustag:STM1745	locustag:STM1680
locustag:STM1744	locustag:STM1680
locustag:STM1743	locustag:STM1680
locustag:STM1742	locustag:STM1680
locustag:STM1679	locustag:STM4416
locustag:STM1745	locustag:STM4416
locustag:STM1744	locustag:STM4416
locustag:STM1743	locustag:STM4416
locustag:STM1742	locustag:STM4416
locustag:STM0165	locustag:STM0166
locustag:STM0051	locustag:STM0483
locustag:STM0051	locustag:STM3885
locustag:STM0051	locustag:STM3793
locustag:STM3113	locustag:STM0488
locustag:STM2409	locustag:STM0488
locustag:STM3113	locustag:STM0051
locustag:STM2409	locustag:STM0051
locustag:STM3113	locustag:STM1463
locustag:STM2409	locustag:STM1463
locustag:STM1463	locustag:STM0051
locustag:STM1463	locustag:STM0491
locustag:STM1198	locustag:STM3295
locustag:STM4130	locustag:STM1340
locustag:STM4130	locustag:STM1342
locustag:STM4130	locustag:STM0206
locustag:STM1737	locustag:STM1340
locustag:STM1737	locustag:STM1342
locustag:STM1737	locustag:STM0206
locustag:STM3158	locustag:STM1340
locustag:STM3158	locustag:STM1342
locustag:STM3158	locustag:STM0206
locustag:STM3159	locustag:STM1340
locustag:STM3159	locustag:STM1342
locustag:STM3159	locustag:STM0206
locustag:STM3469	locustag:STM1198
locustag:STM1824	locustag:STM1198
locustag:STM2933	locustag:STM2946
locustag:STM2933	locustag:STM2649
locustag:STM2933	locustag:STM3915
locustag:STM2933	locustag:STM0872
locustag:STM2933	locustag:STM1165
locustag:STM2933	locustag:STM1433
locustag:STM2933	locustag:STM3702
locustag:STM1800	locustag:STM1680
locustag:STM1800	locustag:STM4416
locustag:STM1800	locustag:STM0380
locustag:STM1800	locustag:STM0130
locustag:STM1800	locustag:STM2555
locustag:STM1800	locustag:STM0934
locustag:STM1800	locustag:STM1803
locustag:STM0683	locustag:STM0684
locustag:STM3680	locustag:STM0371
locustag:STM3680	locustag:STM4275
locustag:STM0527	locustag:STM0515
locustag:STM0527	locustag:STM0528
locustag:STM0146	locustag:STM1680
locustag:STM0146	locustag:STM4416
locustag:STM0146	locustag:STM1209
locustag:STM4358	locustag:STM1679
locustag:STM4358	locustag:STM1745
locustag:STM4358	locustag:STM1744
locustag:STM4358	locustag:STM1743
locustag:STM4358	locustag:STM1742
locustag:STM2450	locustag:STM1679
locustag:STM2450	locustag:STM1745
locustag:STM2450	locustag:STM1744
locustag:STM2450	locustag:STM1743
locustag:STM2450	locustag:STM1742
locustag:STM2991	locustag:STM1679
locustag:STM2991	locustag:STM1745
locustag:STM2991	locustag:STM1744
locustag:STM2991	locustag:STM1743
locustag:STM2991	locustag:STM1742
locustag:STM4358	locustag:STM0444
locustag:STM2450	locustag:STM0444
locustag:STM2991	locustag:STM0444
locustag:STM1209	locustag:STM1220
locustag:STM1209	locustag:STM0146
locustag:STM0523	locustag:STM0527
locustag:STM0444	locustag:STM0146
locustag:STM0444	locustag:STM1209
locustag:STM0146	locustag:STM1800
locustag:STM1746_S	locustag:STM1800
locustag:STM1745	locustag:STM1800
locustag:STM1744	locustag:STM1800
locustag:STM1743	locustag:STM1800
locustag:STM1742	locustag:STM1800
locustag:STM1746_S	locustag:STM4416
locustag:STM2991	locustag:STM1746_S
locustag:STM4358	locustag:STM1746_S
locustag:STM2450	locustag:STM1746_S
locustag:STM3165	locustag:STM4108
locustag:STM0255	locustag:STM4108
locustag:STM1288	locustag:STM4108
locustag:STM4108	locustag:STM2040
locustag:STM4108	locustag:STM2041
locustag:STM4108	locustag:STM2042
locustag:STM4108	locustag:STM2043
locustag:STM4108	locustag:STM2044
locustag:STM1800	locustag:STM0146
locustag:STM1800	locustag:STM1209
locustag:STM0146	locustag:STM1446
locustag:STM3513	locustag:STM3513
locustag:STM3513	locustag:STM0401
locustag:STM1209	locustag:STM1800
locustag:STM0444	locustag:STM1800
locustag:STM1209	locustag:STM1446
locustag:STM3710	locustag:STM3712
locustag:STM3710	locustag:STM3711
locustag:STM3710	locustag:STM3723
locustag:STM3710	locustag:STM3714
locustag:STM3078	locustag:STM3218
locustag:STM3078	locustag:STM0166
locustag:STM3173	locustag:STM0222
locustag:STM3173	locustag:STM0984
locustag:STM3173	locustag:STM1710
locustag:STM4164	locustag:STM2146
